uniqueID,propId,statusId,cityId,location,street,floor,size,structure,municipality,polygons,ptId,price,coverPhoto,rentOrSale,caseId,caseType,underConstruction,filed,furnished,ceiling,furnishingArray,bldgOptsArray,heatingArray,parkingArray,yearOfConstruction,joineryArray,petsArray,otherArray,availableFrom,firstPublished,pricePerSize,showPdv,oldPrice,isSalonac,isNotLastFloor,isNoElevatorButLow,bedroomsArray,bathroomArray,renovationArray,minLeaseArray,newDevelopment,distanceCenterArray,isFeatured,isLux,newImagePipeline,isRecommended
62739-BR,62739,51,1,"44.80828, 20.47678",Karnegijeva,11+,72,3.0,Palilula,"['Palilula', 'Tašmajdan', 'Centar', 'Širi centar', 'Palilula - uži deo', 'Krug dvojke']",1,1350.0,cityexpert.rs_-_nekretnina_id_-_62761_-_20240312_-_20240312-9.jpg,r,115476,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]","[2, 3, 4]",6,[2],[],['adpTerrace'],2026-03-14T23:00:00Z,2026-04-02T06:55:19Z,18.75,,,False,False,True,['r2'],"['b1+', 'b2+']",[1],[12],False,['5'],True,True,True,False
77796-BR,77796,51,1,"44.78851, 20.48069",Todora Dukina,2_4,53,2.0,Voždovac,"['Voždovac', 'Dušanovac', 'Lekino brdo', 'Širi centar']",1,800.0,cityexpert.rs_-_nekretnina_id_-_77796-1000278634-20260331.avif,r,116945,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[2],6,"[2, 3]",[],[],2026-03-30T22:00:00Z,2026-04-02T06:48:48Z,15.094339,,,False,True,True,['r2'],['b1+'],[2],[12],False,['5'],True,False,True,False
76408-BR,76408,51,1,"44.77695, 20.4081",Strugarska,2_4,64,3.0,Čukarica,"['Čukarica', 'Čukarička padina']",1,650.0,cityexpert.rs_-_nekretnina_id_-_76408_-_0973_-_20260115.jpg,r,113068,BR,False,0,2,2,"['furAircon', 'furDishWasher', 'furFridge', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]",[3],6,[2],[],[],2026-01-12T23:00:00Z,2026-04-01T12:51:12Z,10.15625,,,False,True,True,['r1'],['b1+'],[1],[12],False,['5_10'],False,False,True,False
31684-BR,31684,51,1,"44.8208, 20.46969",Komnen Barjaktara,1,43,2.0,Stari grad,"['Stari grad', 'Dorćol', 'Centar', 'Širi centar']",1,750.0,cityexpert.rs_-_nekretnina_id_-_31684_-_0701_-_20250204.jpg,r,100319,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']",['bldgOptsIntercom'],"[4, 4, 10]",[5],6,[3],"[1, 2, 3, 4, 5]",[],2025-02-02T23:00:00Z,2026-04-01T11:43:18Z,17.44186,,,False,True,True,['r1'],['b1+'],[],[12],False,[],True,False,True,False
36562-BR,36562,51,1,"44.81274, 20.53986",Mirka Milojkovića,2_4,50,1.5,Palilula,"['Palilula', 'Višnjička banja', 'Sunnyville']",1,380.0,cityexpert.rs_-_nekretnina_id_-_36562_-_0260_-_20190911.jpg,r,108261,BR,False,0,3,1,"['furInverter', 'furShower']","['bldgOptsElevator', 'bldgOptsIntercom']",[4],[4],5,[2],[],['tolBusiness'],2025-09-19T22:00:00Z,2026-04-01T10:40:36Z,7.6,,,False,True,True,['r1'],['b1+'],[2],[12],False,['5_10'],False,False,True,False
75839-BR,75839,51,1,"44.80091, 20.46264",Kralja Milutina,5_10,146,5+,Vračar,"['Vračar', 'Slavija', 'Centar', 'Širi centar']",1,1600.0,cityexpert.rs_-_nekretnina_id_-_75839_-_0688_-_20251205.jpg,r,111916,BR,False,0,2,1,"['furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furInverter', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[4, 99]",[1],4,[3],"[1, 2, 3, 4, 5]",[],2025-12-02T17:57:23Z,2026-03-31T08:37:11Z,10.958904,,,False,True,True,['r4'],"['b1+', 'b2+']",[1],[12],False,['5'],False,False,True,False
56462-BR,56462,51,1,"44.80477, 20.45944",Kneza Miloša,5_10,40,2.0,Savski venac,"['Savski venac', 'Cvetni trg / park Manjež', 'Centar', 'Širi centar']",1,700.0,cityexpert.rs_-_nekretnina_id_-_56462_-_0658_-_20230427.jpg,r,112878,BR,False,0,1,2,"['furAircon', 'furBed', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[4, 99]",[5],6,[2],"[1, 2]",[],2026-01-07T23:00:00Z,2026-03-31T07:11:42Z,17.5,,,False,False,True,['r1'],['b1+'],[1],[12],False,['5'],True,False,True,False
67202-BR,67202,51,1,"44.78548, 20.5139",Mirka Sandića,2_4,41,1.0,Zvezdara,"['Zvezdara', 'Konjarnik', 'Širi centar', 'Zvezdara bez Mirijeva']",1,600.0,cityexpert.rs_-_nekretnina_id_-_67202_-_0228_-_20241017.jpg,r,116023,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 1]",[4],5,[1],[],['adpTerrace'],2026-03-30T22:00:00Z,2026-03-30T12:54:30Z,14.634147,,,False,True,True,['r1'],['b1+'],[],[12],False,['5_10'],False,False,True,False
64442-BR,64442,51,1,"44.79348, 20.51525",Milana Rakića,2_4,67,3.0,Zvezdara,"['Zvezdara', 'Olimp', 'Zvezdara bez Mirijeva']",1,650.0,cityexpert.rs_-_nekretnina_id_-_64442_-_0294_-_20240528.jpg,r,90353,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furTub', 'furWasher']",['bldgOptsIntercom'],"[1, 4]","[3, 4]",4,[3],"[1, 2]",['adpTerrace'],2024-05-27T09:57:02Z,2026-03-30T08:00:22Z,9.701492,,,False,True,True,['r2'],"['b1+', 'b2+']",[2],[12],False,['5_10'],False,False,True,False
77216-BR,77216,51,1,"44.79669, 20.49139",Bregalnička,1,50,2.0,Zvezdara,"['Zvezdara', 'Crveni krst (Vozarev krst)', 'Širi centar', 'Zvezdara bez Mirijeva']",1,600.0,77216_4.jpg,r,115790,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[],4,[2],[],[],2026-03-01T23:00:00Z,2026-03-27T10:08:20Z,12.0,,,False,True,True,['r1'],['b1+'],[],[6],False,['5'],True,False,True,False
69435-BR,69435,51,1,"44.81106, 20.45678",Gavrila Principa,1,65,2.0,Savski venac,"['Savski venac', 'Savamala', 'Centar', 'Širi centar', 'Krug dvojke']",1,600.0,cityexpert.rs_-_nekretnina_id_-_69435_-_0001_-_20250629.jpg,r,115502,BR,False,0,1,1,"['furAircon', 'furBed', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]","[3, 5]",6,"[2, 3]",[],"['adpTerrace', 'tolBusiness']",2026-03-14T23:00:00Z,2026-03-27T09:22:56Z,9.230769,,,False,True,True,['r1'],['b1+'],[],[12],False,[],False,False,True,False
76941-BR,76941,51,1,"44.84364, 20.40817",Rabina Alkalaja,PR,94,4.0,Zemun,"['Zemun', 'Donji grad (Zemun)', 'Zemunski kej - NBG']",1,1300.0,cityexpert.rs_-_nekretnina_id_-_76941_-_00647_-_20250215.avif,r,115199,BR,False,0,2,2,"['furCable', 'furInternet', 'furInverter', 'furShower', 'furStove', 'furWasher']",[],"[4, 21]",[],6,[2],[],"['adpGarden', 'tolBusiness']",2026-02-11T23:00:00Z,2026-03-26T14:50:46Z,13.829787,,,False,False,True,['r3'],"['b1+', 'b2+']",[1],[12],False,['5_10'],True,False,True,False
65075-BR,65075,51,1,"44.77485, 20.4815",Kumodraška,VPR,60,2.0,Voždovac,"['Voždovac', 'Donji Voždovac']",1,550.0,cityexpert.rs_-_nekretnina_id_-_65075_-_0143_-_20240627.jpg,r,116022,BR,False,0,1,2,"['furBed', 'furCable', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],[1],"[1, 3]",6,[3],"[1, 3]",['adpLoggia'],2026-04-03T22:00:00Z,2026-03-26T14:11:57Z,9.166667,,,False,True,True,['r1'],['b1+'],[],[6],False,['5_10'],False,False,True,False
43068-BR,43068,51,1,"44.81251, 20.4007",Omladinskih brigada,2_4,61,2.0,Novi Beograd,"['Novi Beograd', 'Blok 65', 'West 65']",1,1200.0,cityexpert.rs_-_nekretnina_id_-_43068_-_0365_-_20250826.jpg,r,103036,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSecurity', 'bldgOptsSurveillance']",[99],"[1, 4]",5,[1],"[1, 2, 3, 4, 5]","['adpTerrace', 'tolBusiness']",2025-08-09T22:00:00Z,2026-03-26T13:33:44Z,19.67213,,,False,True,True,['r1'],['b1+'],[],[12],False,['5_10'],True,False,True,False
36750-BR,36750,51,1,"44.81526, 20.46834",Hilandarska,PR,50,1.5,Stari grad,"['Stari grad', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,600.0,cityexpert.rs_-_nekretnina_id_-_36750_-_7810_-_20190926.jpg,r,87462,BR,False,0,1,1,"['furFridge', 'furShower']",[],"[4, 99]",[5],6,"[1, 3]","[1, 2, 3, 4, 5]",['adpGarden'],2024-03-12T11:51:49Z,2026-03-26T08:39:15Z,12.0,,,False,True,True,[],['b1+'],[],[6],False,[],False,False,True,False
60322-BR,60322,51,1,"44.8038, 20.45294",Bulevar kralja Aleksandra Prvog Karađorđevića,5_10,100,2.0,Savski venac,"['Savski venac', 'Savski amfiteatar']",1,1850.0,cityexpert.rs_-_nekretnina_id_-_60322_-_0991_-_20231108.jpg,r,115080,BR,False,0,1,1,"['furAircon', 'furBed', 'furDishWasher', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]",[4],5,[2],[],['adpTerrace'],2026-02-09T14:04:29Z,2026-03-25T17:29:20Z,18.5,,,False,False,True,['r2'],['b1+'],[2],[12],False,['5'],True,False,True,False
13369-BR,13369,51,1,"44.80357, 20.46847",Alekse Nenadovića,2_4,101,4.0,Vračar,"['Vračar', 'Slavija', 'Centar', 'Širi centar']",1,1700.0,cityexpert.rs_-_nekretnina_id_-_13369_-_3211_-_20200123.jpg,r,116740,BR,False,0,2,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'furAlarm']","[1, 4]","[1, 5]",6,[2],"[1, 2, 3, 4, 5]",['adpTerrace'],2026-04-14T22:00:00Z,2026-03-25T14:12:30Z,16.831684,,,False,True,True,['r3'],"['b1+', 'b2+']",[],[12],False,['5'],False,False,True,False
37000-BR,37000,51,1,"44.80515, 20.47589",Patrijarha Gavrila,PR,58,2.5,Vračar,"['Vračar', 'Kalenić pijaca', 'Centar', 'Širi centar']",1,750.0,cityexpert.rs_-_nekretnina_id_-_37000_-_0096_-_20191016.jpg,r,115949,BR,False,0,3,1,"['furAircon', 'furCable', 'furInternet', 'furShower']",['bldgOptsIntercom'],[1],[5],2,[2],"[3, 4, 5]",['tolBusiness'],2026-03-04T18:00:33Z,2026-03-25T10:49:34Z,12.931034,,,False,True,True,['r1'],['b1+'],[1],[12],False,['5'],False,False,True,False
71768-BR,71768,51,1,"44.79907, 20.40001",Omladinskih brigada,5_10,76,2.5,Novi Beograd,"['Novi Beograd', 'Blok 70a', 'Savski blokovi']",1,850.0,cityexpert.rs_-_nekretnina_id_-_71768_-_0009_-_20250426.jpg,r,116719,BR,False,0,1,2,"['furBed', 'furDishWasher', 'furFridge', 'furInverter', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[3],3,[1],"[1, 2, 3, 4]",[],2026-03-24T23:00:00Z,2026-03-25T09:10:30Z,11.184211,,,False,True,True,['r2'],['b1+'],[],[12],False,['5_10'],False,False,True,False
75743-BR,75743,51,1,"44.84883, 20.48621",Zrenjaninski put,1,55,2.5,Palilula,"['Palilula', 'Krnjača']",1,470.0,cityexpert.rs_-_nekretnina_id_-_75743_-_0432_-_20251128.jpg,r,111718,BR,False,0,1,2,"['furBed', 'furCable', 'furFridge', 'furInternet', 'furInverter', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']","[4, 99]",[2],5,[2],[],['adpTerrace'],2025-11-26T23:00:00Z,2026-03-24T14:08:14Z,8.545455,,,False,True,True,['r2'],['b1+'],[2],[12],False,['5_10'],False,False,True,False
40861-BR,40861,51,1,"44.81705, 20.48144",Bulevar despota Stefana,11+,115,4.0,Palilula,"['Palilula', 'Stara Palilula', 'Profesorska kolonija', 'Širi centar', 'Palilula - uži deo', 'Palilula 2', 'Bogoslovija']",1,1200.0,cityexpert.rs_-_nekretnina_id_-_40861_-_0012_-_20201020.jpg,r,113658,BR,False,0,1,2,"['furCable', 'furInternet']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp']",[1],[5],2,[2],[],[],2026-02-14T23:00:00Z,2026-03-24T14:06:08Z,10.434783,,,False,True,True,['r3'],"['b1+', 'b2+']",[1],[12],False,['5'],True,False,True,False
77194-BR,77194,51,1,"44.82106, 20.46811",Žorža Klemansoa,5_10,65,2.5,Stari grad,"['Stari grad', 'Dorćol', 'Centar', 'Širi centar']",1,650.0,cityexpert.rs_-_nekretnina_id_-_77194-00540-20260303.avif,r,115745,BR,False,0,1,1,"['furAircon', 'furBed', 'furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[],6,[2],"[3, 4, 5]",[],2026-03-02T09:15:29Z,2026-03-24T13:43:01Z,10.0,,,False,False,True,['r2'],['b1+'],[],[12],False,[],False,False,True,False
75706-BR,75706,51,1,"44.82186, 20.46119",Strahinjića Bana,5_10,40,1.5,Stari grad,"['Stari grad', 'Dorćol', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,750.0,cityexpert.rs_-_nekretnina_id_-_75706_-_0049_-_20251126.jpg,r,112978,BR,False,0,1,2,[],"['bldgOptsElevator', 'bldgOptsIntercom']",[1],[5],6,[2],[],[],2026-01-12T08:52:52Z,2026-03-24T13:40:21Z,18.75,,,False,True,True,['r1'],['b1+'],[],[],False,[],False,False,True,False
57185-BR,57185,51,1,"44.80291, 20.4763",Golsvordijeva,2_4,112,3.0,Vračar,"['Vračar', 'Kalenić pijaca', 'Centar', 'Širi centar']",1,1500.0,cityexpert.rs_-_nekretnina_id_-_57185_-_0700_-_20230806.jpg,r,97708,BR,False,0,2,1,"['furAircon', 'furShower']",['bldgOptsIntercom'],[1],[5],6,[1],[],"['adpTerrace', 'tolBusiness']",2024-12-08T23:00:00Z,2026-03-24T13:21:34Z,13.392858,,,False,True,True,['r2'],"['b1+', 'b2+']",[1],[12],False,['5'],True,False,True,False
75929-BR,75929,51,1,"44.75941, 20.50507",Vojvode Vlahovića,2_4,50,2.5,Voždovac,"['Voždovac', 'Naselje Veljko Vlahović', 'Zvezdara 4']",1,500.0,cityexpert.rs_-_nekretnina_id_-_75929_-_0413_-_20251209.jpg,r,112098,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']","[4, 4, 99]","[3, 4]",6,[2],[],['adpTerrace'],2025-12-07T23:00:00Z,2026-03-24T12:58:48Z,10.0,,,False,True,True,['r2'],['b1+'],[],[6],False,['5_10'],True,False,True,False
15583-BR,15583,51,1,"44.79783, 20.48553",Mileševska,2_4,49,2.0,Vračar,"['Vračar', 'Čubura', 'Širi centar']",1,550.0,cityexpert.rs_-_nekretnina_id_-_15583_-_00836_-_20260218.avif,r,110859,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[4, 99]",[5],6,[2],[],[],2025-11-09T23:00:00Z,2026-03-24T12:36:27Z,11.22449,,,False,True,True,['r1'],['b1+'],[1],[12],False,['5'],False,False,True,False
18127-BR,18127,51,1,"44.76751, 20.49043",Braće Jerković,5_10,40,1.5,Voždovac,"['Voždovac', 'Braće Jerković']",1,400.0,cityexpert.rs_-_nekretnina_id_-_18127_-_5194_-_20161014.jpg,r,113339,BR,False,0,3,2,"['furStove', 'furTub']",[],[4],[4],6,[],"[1, 2]",[],2026-01-20T23:00:00Z,2026-03-24T12:30:53Z,10.0,,,False,False,False,['r1'],['b1+'],[],[6],False,['5_10'],False,False,True,False
75230-BR,75230,51,1,"44.80375, 20.47722",Golsvordijeva,2_4,115,4.0,Vračar,"['Vračar', 'Kalenić pijaca', 'Centar', 'Širi centar']",1,990.0,cityexpert.rs_-_nekretnina_id_-_75230_-_0445_-_20251103.jpg,r,110621,BR,False,0,2,2,"['furAircon', 'furDishWasher', 'furFridge', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]",[5],3,[3],[],[],2025-10-27T23:00:00Z,2026-03-24T08:21:30Z,8.608696,,,False,True,True,['r3'],"['b1+', 'b2+']",[1],[12],False,['5'],False,False,True,False
70133-BR,70133,51,1,"44.80909, 20.52427",Mirijevski bulevar,1,57,2.5,Palilula,"['Palilula', 'Karaburma']",1,450.0,cityexpert.rs_-_nekretnina_id_-_70133_-_0570_-_20250205.jpg,r,116664,BR,False,0,1,2,"['furFridge', 'furPullOutBed', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsIntercom', 'bldgOptsSurveillance']","[4, 10]",[3],6,[2],"[1, 2]",['adpTerrace'],2026-03-22T23:00:00Z,2026-03-23T15:48:35Z,7.894737,,,False,True,True,['r2'],['b1+'],[],[12],False,['5_10'],False,False,True,False
15555-BR,15555,51,1,"44.77031, 20.41534",Petra Lekovića,2_4,23,1.0,Čukarica,"['Čukarica', 'Banovo brdo']",1,400.0,cityexpert.rs_-_nekretnina_id_-_15555_-_0869_-_20250814.jpg,r,116661,BR,False,0,1,2,"['furAircon', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']","[4, 4, 10]","[3, 4]",6,[],[],[],2026-05-14T22:00:00Z,2026-03-23T15:41:14Z,17.391304,,,False,True,True,[],[],[],[12],False,['5_10'],False,False,True,False
22940-BR,22940,51,1,"44.79321, 20.43583",Žanke Stokić,2_4,120,4.0,Savski venac,"['Savski venac', 'Senjak']",1,1800.0,cityexpert.rs_-_nekretnina_id_-_22940_-_0420_-_20210330.jpg,r,116645,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTub', 'furWasher']",['bldgOptsIntercom'],"[4, 4]",[3],6,[2],"[1, 2, 3, 4]",['adpTerrace'],2026-04-19T22:00:00Z,2026-03-23T14:35:52Z,15.0,,,False,False,True,['r3'],"['b1+', 'b2+']",[1],[6],False,['5'],True,False,True,False
33276-BR,33276,51,1,"44.80525, 20.46245",Resavska,2_4,70,3.0,Savski venac,"['Savski venac', 'Cvetni trg / park Manjež', 'Centar', 'Širi centar', 'Krug dvojke']",1,1000.0,cityexpert.rs_-_nekretnina_id_-_33276_-_0010_-_20231206.jpg,r,116640,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsIntercom', 'bldgOptsSurveillance']",[4],[5],6,[1],[],"['adpLoggia', 'adpTerrace']",2026-03-22T23:00:00Z,2026-03-23T14:26:23Z,14.285714,,,False,True,False,['r2'],"['b1+', 'b2+']",[],[12],False,['5'],True,False,True,False
26062-BR,26062,51,1,"44.7865, 20.469",Triše Kaclerovića,2_4,52,2.0,Voždovac,"['Voždovac', 'Autokomanda']",1,450.0,cityexpert.rs_-_nekretnina_id_-_26062_-_0021_-_20251216.jpg,r,112286,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[3],6,[3],[],['adpTerrace'],2025-12-12T10:13:48Z,2026-03-23T07:50:03Z,8.653846,,,False,True,True,['r1'],['b1+'],[2],[12],False,['5'],False,False,True,False
48378-BR,48378,51,1,"44.80191, 20.48629",Marka Oreškovića,PR,55,2.0,Zvezdara,"['Zvezdara', 'Vukov spomenik', 'Širi centar', 'Zvezdara bez Mirijeva']",1,950.0,cityexpert.rs_-_nekretnina_id_-_48378_-_0114_-_20220405.jpg,r,116586,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],"[1, 5]",4,[2],"[1, 2, 3, 4]",['adpGym'],2026-03-25T23:00:00Z,2026-03-23T07:13:26Z,17.272728,,,False,True,True,['r1'],['b1+'],[2],[12],False,['5'],True,False,True,False
74616-BR,74616,51,1,"44.79166, 20.52208",Vitezova Karađorđeve zvezde,2_4,50,2.0,Zvezdara,"['Zvezdara', 'Mirijevo']",1,500.0,cityexpert.rs_-_nekretnina_id_-_74616_-_0406_-_20250923.jpg,r,109300,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furCornerSofa', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[4, 99]","[3, 4]",6,[2],[],['adpTerrace'],2025-09-22T11:22:30Z,2026-03-20T17:19:58Z,10.0,,,False,True,True,['r1'],['b1+'],[],[12],False,['5_10'],False,False,True,False
75971-BR,75971,51,1,"44.76856, 20.51499",Cvetanova ćuprija,1,50,2.0,Zvezdara,"['Zvezdara', 'Cvetanova ćuprija', 'Zvezdara 4']",1,400.0,cityexpert.rs_-_nekretnina_id_-_75971_-_0163_-_20251211.jpg,r,112170,BR,False,0,1,1,"['furAircon', 'furBed', 'furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']",[],"[4, 99]",[4],6,[2],[],[],2025-12-09T13:35:29Z,2026-03-20T17:09:47Z,8.0,,,False,True,True,['r1'],['b1+'],[],[6],False,['5_10'],False,False,True,False
33853-BR,33853,51,1,"44.80254, 20.46258",Svetozara Markovića,2_4,62,2.0,Savski venac,"['Savski venac', 'Slavija', 'Centar', 'Širi centar']",1,800.0,cityexpert.rs_-_nekretnina_id_-_33853_-_0305_-_20251208.jpg,r,111996,BR,False,0,1,2,"['furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furInverter', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[4],[5],2,"[2, 3]","[1, 2, 3, 4]",['adpTerrace'],2025-12-04T10:02:49Z,2026-03-20T16:40:28Z,12.903226,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
61808-BR,61808,51,1,"44.81576, 20.46244",Makedonska,PR,52,2.0,Stari grad,"['Stari grad', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,1000.0,cityexpert.rs_-_nekretnina_id_-_61808_-_0562_-_20240124.jpg,r,95443,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]",[5],6,[2],[],['adpTerrace'],2024-10-11T11:24:47Z,2026-03-20T14:55:08Z,19.23077,,,False,True,True,['r1'],['b1+'],[1],[6],False,[],False,False,True,False
27872-BR,27872,51,1,"44.77628, 20.49603",Medakovićeva,2_4,115,3.0,Voždovac,"['Voždovac', 'Medaković']",1,650.0,cityexpert.rs_-_nekretnina_id_-_27872_-_0160_-_20251106.jpg,r,109735,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']",['bldgOptsIntercom'],"[4, 99]",[4],6,[3],[],"['adpTerrace', 'basInfDuplex']",2025-10-24T22:00:00Z,2026-03-20T14:25:25Z,5.652174,,,False,True,False,['r2'],"['b1+', 'b2+']",[],[12],False,['5_10'],False,False,True,False
77022-BR,77022,51,1,"44.79799, 20.50137",Preševska,VPR,32,1.5,Zvezdara,"['Zvezdara', 'Gradska bolnica', 'Širi centar', 'Zvezdara bez Mirijeva']",1,400.0,cityexpert.rs_-_nekretnina_id_-_77022_-_00801_-_20260219.avif,r,115360,BR,False,0,1,2,"['furAircon', 'furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']","[4, 99]","[1, 4]",6,[2],[],['adpTerrace'],2026-02-17T23:00:00Z,2026-03-20T13:53:41Z,12.5,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
33760-BR,33760,51,1,"44.79433, 20.48305",Šumatovačka,1,33,0.5,Vračar,"['Vračar', 'Južni bulevar', 'Širi centar']",1,600.0,cityexpert.rs_-_nekretnina_id_-_33760_-_0563_-_20230331.jpg,r,102182,BR,False,0,1,1,"['furAircon', 'furCable', 'furInternet', 'furTub']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSecurity', 'bldgOptsSurveillance']","[1, 1]","[4, 5]",5,[1],[],['tolBusiness'],2025-03-21T08:45:57Z,2026-03-20T13:48:57Z,18.181818,,,False,True,True,[],['b1+'],[],[12],False,['5'],False,False,True,False
76588-BR,76588,51,1,"44.76139, 20.4545",Slavka Ćuruvije,2_4,100,3.5,Savski venac,"['Savski venac', 'Dedinje']",1,1400.0,cityexpert.rs_-_nekretnina_id_-_76588--20260126-18.avif,r,113476,BR,False,0,1,1,"['furAircon', 'furBed', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[99],"[1, 4]",6,[3],"[1, 3]",[],2026-01-26T08:13:35Z,2026-03-20T13:43:18Z,14.0,,,False,True,True,['r2'],"['b1+', 'b2+']",[],[12],False,['5_10'],False,False,True,False
