uniqueID,propId,statusId,cityId,location,street,floor,size,structure,municipality,polygons,ptId,price,coverPhoto,rentOrSale,caseId,caseType,underConstruction,filed,furnished,ceiling,furnishingArray,bldgOptsArray,heatingArray,parkingArray,yearOfConstruction,joineryArray,petsArray,otherArray,availableFrom,firstPublished,pricePerSize,showPdv,oldPrice,isSalonac,isNotLastFloor,isNoElevatorButLow,bedroomsArray,bathroomArray,renovationArray,minLeaseArray,newDevelopment,distanceCenterArray,isFeatured,isLux,newImagePipeline,isRecommended
40724-BR,40724,51,1,"44.81008, 20.4837",Nikodima Milaša,2_4,52,2.0,Palilula,"['Palilula', 'Stara Palilula', 'Širi centar', 'Palilula - uži deo', 'Palilula 2', 'Hadžipopovac']",1,650.0,cityexpert.rs_-_nekretnina_id_-_40724_-_0034_-_20201008.jpg,r,118673,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']","[4, 4, 10]",[5],2,[2],[],['adpLaundry'],2026-05-25T22:00:00Z,2026-05-22T05:55:08Z,12.5,,,False,True,True,['r1'],['b1+'],[1],[6],False,['5'],False,False,True,False
76075-BR,76075,51,1,"44.80936, 20.45928",Admirala Geprata,1,25,0.5,Savski venac,"['Savski venac', 'Savamala', 'Centar', 'Širi centar', 'Krug dvojke']",1,550.0,cityexpert.rs_-_nekretnina_id_-_76075_-_0489_-_20251218.jpg,r,118699,BR,False,0,1,1,"['furBed', 'furCable', 'furFridge', 'furInternet', 'furInverter', 'furShower', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[4, 4]",[5],6,[2],"[1, 2]",[],2026-05-22T05:27:15Z,2026-05-22T05:34:20Z,22.0,,,False,True,True,[],['b1+'],[],[3],False,[],True,False,True,True
36237-BR,36237,51,1,"44.81802, 20.45278",Kralja Petra,2_4,107,4.0,Stari grad,"['Stari grad', 'Kosančićev venac', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,1800.0,cityexpert.rs_-_nekretnina_id_-_36237_-_0161_-_20230209.jpg,r,118698,BR,False,0,2,1,"['furAircon', 'furFridge', 'furStove', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]",[2],2,[1],[],"['adpTerrace', 'tolBusiness']",2026-07-19T22:00:00Z,2026-05-22T05:25:04Z,16.82243,,,False,True,True,['r3'],"['b1+', 'b2+']",[1],[12],False,[],True,False,True,True
78371-BR,78371,51,1,"44.78156, 20.47206",Žikice Jovanovića,2_4,95,4.0,Voždovac,"['Voždovac', 'Donji Voždovac']",1,1200.0,cityexpert.rs_-_nekretnina_id_-_78371-04137-20260512.avif,r,118292,BR,False,0,1,1,"['furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furInverter', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[4, 99]",[1],5,[3],"[1, 2, 3, 4]",['adpTerrace'],2026-05-11T06:48:05Z,2026-05-21T14:58:42Z,12.631579,,,False,True,True,['r3'],"['b1+', 'b2+']",[],[12],False,['5'],True,False,True,False
14530-BR,14530,51,1,"44.80289, 20.46219",Birčaninova,5_10,62,2.5,Savski venac,"['Savski venac', 'Slavija', 'Centar', 'Širi centar']",1,1100.0,cityexpert.rs_-_nekretnina_id_-_14530--20260521-3.avif,r,118694,BR,False,0,1,2,"['furAircon', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]",[5],6,"[1, 3]",[],['adpTerrace'],2026-06-19T22:00:00Z,2026-05-21T14:08:40Z,17.741936,,,False,True,True,['r2'],['b1+'],[],[12],False,['5'],False,False,True,False
10534-BR,10534,51,1,"44.80183, 20.46358",Kralja Milutina,2_4,46,1.5,Savski venac,"['Savski venac', 'Slavija', 'Centar', 'Širi centar']",1,1000.0,cityexpert.rs_-_nekretnina_id_-_10534-02676-20250515.avif,r,118446,BR,False,0,1,2,"['furAircon', 'furCable', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[5],6,[],[],['adpTerrace'],2026-05-13T22:00:00Z,2026-05-21T14:07:12Z,21.73913,,,False,True,True,['r1'],['b1+'],[],[],False,['5'],False,False,True,False
78542-BR,78542,51,1,"44.81691, 20.46921",Bulevar despota Stefana,2_4,60,2.0,Stari grad,"['Stari grad', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,850.0,cityexpert.rs_-_nekretnina_id_-_78542-02795-20250521.avif,r,118629,BR,False,0,1,1,"['furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furInverter', 'furPullOutBed', 'furShower', 'furStove', 'furWasher']","['bldgOptsIntercom', 'bldgOptsSurveillance']",[4],[5],6,[],"[1, 2, 3, 4, 5]",[],2026-05-19T22:00:00Z,2026-05-21T13:53:57Z,14.166667,,,True,True,True,['r2'],['b1+'],[],[6],False,[],True,False,True,False
78539-BR,78539,51,1,"44.79538, 20.44",Bulevar vojvode Mišića,5_10,60,2.0,Savski venac,"['Savski venac', 'Senjak']",1,850.0,cityexpert.rs_-_nekretnina_id_-_78539-03401-20260521.avif,r,118624,BR,False,0,1,2,"['furAircon', 'furDishWasher', 'furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[3],6,[2],"[1, 2, 3, 4, 5]",[],2026-05-19T22:00:00Z,2026-05-21T13:32:15Z,14.166667,,,False,True,True,['r2'],['b1+'],[],[12],False,['5'],True,False,True,False
78544-BR,78544,51,1,"44.81009, 20.48015",Cvijićeva,2_4,57,3.0,Palilula,"['Palilula', 'Stara Palilula', 'Centar', 'Širi centar', 'Palilula - uži deo', 'Palilula 2']",1,950.0,cityexpert.rs_-_nekretnina_id_-_78544-03918-20260521.avif,r,118636,BR,False,0,1,1,"['furAircon', 'furBed', 'furDishWasher', 'furFridge', 'furInverter', 'furShower', 'furStove', 'furWasher']",[],[4],[5],6,[2],"[1, 2, 3, 4, 5]",['adpTerrace'],2026-05-19T22:00:00Z,2026-05-21T13:31:17Z,16.666666,,,False,False,False,['r2'],['b1+'],[],[12],False,['5'],True,False,True,False
40456-BR,40456,51,1,"44.81265, 20.45515",Gavrila Principa,PR,70,2.0,Savski venac,"['Savski venac', 'Savamala', 'Centar', 'Širi centar', 'Krug dvojke']",1,600.0,cityexpert.rs_-_nekretnina_id_-_40456_-_0512_-_20210911.jpg,r,118690,BR,False,0,1,1,"['furAircon', 'furBed', 'furFridge', 'furShower', 'furStove']",[],[4],[5],1,"[2, 3]",[],[],2026-05-20T22:00:00Z,2026-05-21T13:16:42Z,8.571428,,,False,False,True,['r1'],['b1+'],[1],[12],False,[],False,False,True,False
77367-BR,77367,51,1,"44.8073, 20.47855",Ivankovačka,PR,75,3.0,Zvezdara,"['Zvezdara', 'Stara Palilula', 'Centar', 'Širi centar', 'Palilula - uži deo', 'Palilula 2']",1,950.0,cityexpert.rs_-_nekretnina_id_-_77367-00984-20260311.avif,r,116096,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']",[],"[4, 4, 99]",[5],6,[2],"[1, 2, 3, 4, 5]",[],2026-03-09T17:59:21Z,2026-05-21T12:48:32Z,12.666667,,,False,False,True,['r2'],['b1+'],[],[12],False,['5'],False,False,True,False
36018-BR,36018,51,1,"44.80057, 20.48211",Požarevačka,2_4,26,1.0,Vračar,"['Vračar', 'Kalenić pijaca', 'Centar', 'Širi centar']",1,450.0,cityexpert.rs_-_nekretnina_id_-_36018_-_0680_-_20190808.jpg,r,118689,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],[1],[5],1,[],[],['tolBusiness'],2026-06-30T22:00:00Z,2026-05-21T12:23:34Z,17.307692,,,False,True,True,[],['b1+'],[1],[12],False,['5'],False,False,True,False
61577-BR,61577,51,1,"44.79853, 20.33263",Vojvođanska,2_4,45,2.0,Surčin,"['Surčin', 'Ledine']",1,450.0,cityexpert.rs_-_nekretnina_id_-_61577_-_0756_-_20240116.jpg,r,118684,BR,False,0,1,2,"['furAircon', 'furBed', 'furFridge', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']","[4, 4]","[3, 4]",6,[2],[],['adpTerrace'],2026-05-31T22:00:00Z,2026-05-21T11:46:36Z,10.0,,,False,False,True,['r1'],['b1+'],[],[12],False,['10+'],False,False,True,False
66545-BR,66545,51,1,"44.8049, 20.45234",Luke Ćelovića Trebinjca,5_10,250,5+,Savski venac,"['Savski venac', 'Savski amfiteatar', 'Beograd na vodi']",1,4000.0,cityexpert.rs_-_nekretnina_id_-_66545_-_0311_-_20241230.jpg,r,118268,BR,False,0,3,1,"['furAircon', 'furCable', 'furInternet', 'furShower', 'furTub']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSecurity', 'bldgOptsSurveillance']","[1, 1]",[1],6,[1],[],['adpTerrace'],2026-05-31T22:00:00Z,2026-05-21T11:41:31Z,16.0,,,False,False,True,['r5'],"['b1+', 'b2+', 'b3+', 'b4+']",[],[12],False,['5'],True,False,True,True
46139-BR,46139,51,1,"44.78953, 20.46129",Humska,2_4,41,2.0,Savski venac,"['Savski venac', 'Autokomanda']",1,800.0,cityexpert.rs_-_nekretnina_id_-_46139_-_0003_-_20211101.jpg,r,118683,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSecurity', 'bldgOptsSurveillance']",[21],[4],5,"[1, 3]",[],['adpTerrace'],2026-05-31T22:00:00Z,2026-05-21T11:38:20Z,19.512196,,,False,True,True,['r1'],['b1+'],[2],[12],False,['5'],False,False,True,False
43727-BR,43727,51,1,"44.79659, 20.49122",Bregalnička,2_4,50,2.0,Zvezdara,"['Zvezdara', 'Lion', 'Širi centar', 'Zvezdara bez Mirijeva']",1,600.0,cityexpert.rs_-_nekretnina_id_-_43727-04356-20260516.avif,r,118251,BR,False,0,1,2,"['furAircon', 'furBed', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[5],4,[2],"[1, 2, 3, 4, 5]",['adpTerrace'],2026-05-08T10:48:40Z,2026-05-21T11:06:11Z,12.0,,,False,True,True,['r1'],['b1+'],[],[],False,['5'],False,False,True,False
63587-BR,63587,51,1,"44.81348, 20.3725",Nedeljka Gvozdenovića,2_4,95,3.5,Novi Beograd,"['Novi Beograd', 'Bežanijska kosa', 'Bežanija']",1,950.0,cityexpert.rs_-_nekretnina_id_-_63587_-_0036_-_20240417.jpg,r,118640,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[4],3,[2],"[1, 2, 3, 4, 5]","['adpLoggia', 'adpTerrace']",2026-05-31T22:00:00Z,2026-05-21T11:02:40Z,10.0,,,False,True,True,['r3'],"['b1+', 'b2+']",[1],[12],False,['5_10'],False,False,True,False
62636-BR,62636,51,1,"44.74845, 20.42929",Ratka Mitrovića,2_4,56,2.0,Čukarica,"['Čukarica', 'Filmski grad']",1,500.0,cityexpert.rs_-_nekretnina_id_-_62636_-_0914_-_20240315.jpg,r,117477,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[4],6,[2],[],[],2026-04-16T08:18:43Z,2026-05-21T10:55:27Z,8.928572,,,False,True,True,['r1'],['b1+'],[],[12],False,['5_10'],False,False,True,False
47188-BR,47188,51,1,"44.81271, 20.41069",Bulevar Milutina Milankovića,5_10,28,0.5,Novi Beograd,"['Novi Beograd', 'Blok 28', 'Centralni NBG']",1,500.0,cityexpert.rs_-_nekretnina_id_-_47188_-_0776_-_20220126.jpg,r,118678,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSurveillance']",[1],"[3, 4]",6,[2],[],[],2026-05-20T22:00:00Z,2026-05-21T10:38:08Z,17.857143,,,False,True,True,[],['b1+'],[1],[12],False,['5'],True,False,True,False
78529-BR,78529,51,1,"44.77959, 20.48595",Selimira Jeftića,VPR,30,0.5,Voždovac,"['Voždovac', 'Dušanovac']",1,400.0,cityexpert.rs_-_nekretnina_id_-_78529-04485-20260521.avif,r,118607,BR,False,0,1,2,"['furAircon', 'furBed', 'furCornerSofa', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[4, 4]",[3],6,[2],"[1, 3, 4]",[],2026-05-18T22:00:00Z,2026-05-21T10:37:53Z,13.333333,,,False,True,True,[],['b1+'],[],[6],False,['5_10'],True,False,True,False
78538-BR,78538,51,1,"44.80156, 20.45815",Resavska,5_10,92,3.0,Savski venac,"['Savski venac', 'Klinički centar']",1,1200.0,cityexpert.rs_-_nekretnina_id_-_78538-02779-20250521.avif,r,118622,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[1],2,"[1, 2]",[],['adpTerrace'],2026-05-19T22:00:00Z,2026-05-21T10:29:25Z,13.043478,,,False,True,True,['r2'],"['b1+', 'b2+']",[1],[12],False,['5'],True,False,True,False
60039-BR,60039,51,1,"44.78183, 20.42225",Požeška,2_4,90,3.0,Čukarica,"['Čukarica', 'Banovo brdo']",1,1390.0,cityexpert.rs_-_nekretnina_id_-_60039_-_0473_-_20231021.jpg,r,118667,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSecurity', 'bldgOptsSurveillance']","[1, 1, 4]",[1],5,[1],[],['adpTerrace'],2026-05-20T22:00:00Z,2026-05-21T10:24:57Z,15.444445,,,False,True,True,['r2'],"['b1+', 'b2+']",[2],[24],False,['5_10'],True,False,True,False
74316-BR,74316,51,1,"44.84417, 20.4136",Magistratski trg,2_4,34,1.5,Zemun,"['Zemun', 'Donji grad (Zemun)', 'Zemunski kej - NBG']",1,700.0,cityexpert.rs_-_nekretnina_id_-_74316_-_0061_-_20250909.jpg,r,118670,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[4, 4]",[],6,[2],"[1, 2, 3, 4, 5]",[],2026-05-31T22:00:00Z,2026-05-21T09:33:27Z,20.588236,,,False,False,False,['r1'],['b1+'],[],[12],False,['5_10'],False,False,True,False
78169-BR,78169,51,1,"44.82105, 20.41958",Bulevar Mihajla Pupina,11+,43,2.5,Novi Beograd,"['Novi Beograd', 'Blok 30', 'Centralni NBG']",1,550.0,cityexpert.rs_-_nekretnina_id_-_78169-03240-20260427.avif,r,117749,BR,False,0,1,2,"['furAircon', 'furBed', 'furFridge', 'furStove', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSecurity', 'bldgOptsSurveillance']",[1],[5],6,[2],[],[],2026-04-23T11:45:12Z,2026-05-21T09:26:41Z,12.790698,,,False,False,True,['r2'],['b1+'],[],[12],False,['5'],False,False,True,False
76621-BR,76621,51,1,"44.75545, 20.42173",Ace Joksimovića,5_10,63,2.5,Čukarica,"['Čukarica', 'Žarkovo']",1,450.0,cityexpert.rs_-_nekretnina_id_-_76621_-_0092_-_20260128.jpg,r,118663,BR,False,0,1,1,"['furAircon', 'furBed', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']",['bldgOptsIntercom'],"[4, 4, 99]",[4],6,[2],[],[],2026-05-20T22:00:00Z,2026-05-21T07:31:52Z,7.142857,,,False,True,False,['r2'],['b1+'],[],[6],False,['5_10'],False,False,True,False
62278-BR,62278,51,1,"44.80142, 20.44739",Beograd na vodi,11+,80,3.0,Savski venac,"['Savski venac', 'Savski amfiteatar', 'Beograd na vodi']",1,1500.0,cityexpert.rs_-_nekretnina_id_-_62278-03187-20260515.avif,r,118458,BR,False,0,3,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSecurity', 'bldgOptsSurveillance']","[1, 1, 4]",[1],5,[1],"[1, 2]",['adpTerrace'],2026-05-14T09:15:24Z,2026-05-21T07:30:46Z,18.75,,,False,True,True,['r2'],"['b1+', 'b2+']",[2],[12],False,['5'],True,False,True,False
78103-BR,78103,51,1,"44.79043, 20.48145",Miklošićeva,2_4,40,2.0,Voždovac,"['Voždovac', 'Dušanovac', 'Lekino brdo', 'Širi centar']",1,600.0,cityexpert.rs_-_nekretnina_id_-_78103-03152-20260425.avif,r,117636,BR,False,0,1,2,"['furAircon', 'furBed', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],[1],[4],6,[1],[],['adpTerrace'],2026-04-21T08:10:36Z,2026-05-21T07:05:56Z,15.0,,,False,True,True,['r1'],['b1+'],[],[6],False,['5'],True,False,True,False
44879-BR,44879,51,1,"44.79011, 20.48772",Kolašinska,1,46,2.0,Voždovac,"['Voždovac', 'Dušanovac', 'Lekino brdo', 'Širi centar']",1,650.0,cityexpert.rs_-_nekretnina_id_-_44879_-_0171_-_20210803.jpg,r,118660,BR,False,0,1,2,"['furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furStove', 'furTub', 'furWasher']","['bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[4],6,[1],[],['adpTerrace'],2026-05-31T22:00:00Z,2026-05-21T06:59:01Z,14.130435,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
47540-BR,47540,51,1,"44.82031, 20.46756",Venizelosova,2_4,70,2.5,Stari grad,"['Stari grad', 'Centar', 'Širi centar']",1,850.0,cityexpert.rs_-_nekretnina_id_-_47540_-_0550_-_20220219.jpg,r,118657,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']",['bldgOptsIntercom'],[1],[5],1,"[1, 3]",[],[],2026-06-07T22:00:00Z,2026-05-21T05:20:19Z,12.142858,,,False,False,True,['r2'],['b1+'],[],[12],False,[],True,False,True,False
78535-BR,78535,51,1,"44.80215, 20.32511",Mome Kapora,1,33,1.0,Surčin,['Surčin'],1,360.0,cityexpert.rs_-_nekretnina_id_-_78535-03868-20260520.avif,r,118618,BR,False,0,1,2,"['furBed', 'furFridge', 'furInternet', 'furInverter', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']",[],"[4, 4]",[4],6,[2],[],[],2026-05-20T06:55:17Z,2026-05-20T15:49:44Z,10.909091,,,False,False,True,['r1'],['b1+'],[],[12],False,['10+'],False,False,True,False
58531-BR,58531,51,1,"44.74744, 20.43008",Kneza Višeslava,5_10,82,3.0,Čukarica,"['Čukarica', 'Filmski grad']",1,1200.0,cityexpert.rs_-_nekretnina_id_-_58531_-_0283_-_20230805.jpg,r,117612,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],"[1, 4]",6,[2],[],[],2026-04-21T04:33:47Z,2026-05-20T15:05:40Z,14.634147,,,False,True,True,['r2'],['b1+'],[],[12],False,['5_10'],True,False,True,False
66160-BR,66160,51,1,"44.84709, 20.3671",Dobanovački put,1,36,1.0,Zemun,"['Zemun', 'Novi grad (Zemun)']",1,390.0,cityexpert.rs_-_nekretnina_id_-_66160_-_0149_-_20240823.jpg,r,117726,BR,False,0,1,2,"['furAircon', 'furCornerSofa', 'furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[4, 99]",[4],6,[2],[],[],2026-04-23T04:42:19Z,2026-05-20T13:58:32Z,10.833333,,,False,True,True,[],[],[],[12],False,['5_10'],False,False,True,False
77352-BR,77352,51,1,"44.786, 20.41849",Visoka,2_4,51,1.0,Čukarica,"['Čukarica', 'Banovo brdo']",1,800.0,cityexpert.rs_-_nekretnina_id_-_77352-00941-20260310.avif,r,116069,BR,False,0,1,1,"['furAircon', 'furBed', 'furDishWasher', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[4],6,[1],"[1, 2, 3, 4, 5]",[],2026-03-08T23:00:00Z,2026-05-20T13:40:32Z,15.686275,,,False,True,True,['r1'],['b1+'],[],[6],False,['5_10'],False,False,True,False
78527-BR,78527,51,1,"44.76637, 20.41359",Đorđa Ognjanovića,2_4,65,2.0,Čukarica,"['Čukarica', 'Banovo brdo']",1,1000.0,cityexpert.rs_-_nekretnina_id_-_78527-03350-20260520.avif,r,118600,BR,False,0,1,1,"['furAircon', 'furBed', 'furDishWasher', 'furFridge', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSecurity', 'bldgOptsSurveillance']","[1, 1]",[1],6,[1],[],[],2026-05-19T10:29:50Z,2026-05-20T13:26:15Z,15.384615,,,False,True,True,['r1'],['b1+'],[],[12],False,['5_10'],True,False,True,True
28152-BR,28152,51,1,"44.80288, 20.47323",Molerova,2_4,53,1.5,Vračar,"['Vračar', 'Kalenić pijaca', 'Centar', 'Širi centar']",1,700.0,cityexpert.rs_-_nekretnina_id_-_28152_-_4369_-_20170818.jpg,r,118314,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[5],6,[3],[],['adpTerrace'],2026-05-11T08:38:29Z,2026-05-20T13:13:50Z,13.207547,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
40276-BR,40276,51,1,"44.78952, 20.47679",Vojvode Prijezde,1,37,2.0,Voždovac,"['Voždovac', 'Dušanovac', 'Širi centar']",1,550.0,cityexpert.rs_-_nekretnina_id_-_40276-04464-20260520.avif,r,118589,BR,False,0,1,1,"['furAircon', 'furBed', 'furCornerSofa', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[1, 1]",[4],6,[2],[],[],2026-05-19T08:40:02Z,2026-05-20T12:57:48Z,14.864865,,,False,True,True,['r1'],['b1+'],[],[6],False,['5'],False,False,True,False
76074-BR,76074,51,1,"44.81723, 20.45513",Gračanička,1,115,4.0,Stari grad,"['Stari grad', 'Obilićev venac', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,1600.0,cityexpert.rs_-_nekretnina_id_-_76074_-_0721_-_20251231.jpg,r,112392,BR,False,0,2,1,"['furAircon', 'furDishWasher', 'furFridge', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]",[],6,[2],[],[],2025-12-16T09:04:34Z,2026-05-20T12:42:16Z,13.913043,,,False,True,True,['r3'],"['b1+', 'b2+']",[],[12],False,[],False,False,True,False
77306-BR,77306,51,1,"44.78554, 20.5003",Vojislava Ilića,PR,150,2.0,Voždovac,"['Voždovac', 'Šumice', 'Širi centar']",1,1000.0,cityexpert.rs_-_nekretnina_id_-_77306-01350-20250315.avif,r,118645,BR,False,0,1,2,"['furBed', 'furCable', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furTub']","['bldgOptsIntercom', 'bldgOptsSurveillance']",[1],"[3, 4]",4,[3],"[1, 2, 3, 4, 5]","['furJacuzzi', 'tolBusiness']",2026-05-31T22:00:00Z,2026-05-20T12:34:37Z,6.6666665,,,False,True,True,[],"['b1+', 'b2+']",[2],[12],False,['5'],True,False,True,False
51883-BR,51883,51,1,"44.74534, 20.47128",Voje Radića,2_4,85,2.5,Voždovac,"['Voždovac', 'Jajinci']",1,850.0,cityexpert.rs_-_nekretnina_id_-_51883-01700-20260327.avif,r,116818,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsIntercom', 'bldgOptsSurveillance']","[4, 4, 99]",[1],4,[2],"[1, 2, 3, 4]",['adpTerrace'],2026-03-26T23:00:00Z,2026-05-20T12:21:23Z,10.0,,,False,True,True,['r2'],"['b1+', 'b2+']",[2],[12],False,['5_10'],True,False,True,False
77537-BR,77537,51,1,"44.84368, 20.39203",Slikarska,VPR,130,4.0,Zemun,"['Zemun', 'Naselje Sava Kovačević']",1,850.0,cityexpert.rs_-_nekretnina_id_-_77537-01155-20260318.avif,r,116435,BR,False,0,3,1,"['furAircon', 'furShower']",[],"[4, 4, 99]","[3, 4]",6,[2],"[1, 2, 3, 4, 5]",['tolBusiness'],2026-03-16T23:00:00Z,2026-05-20T12:16:03Z,6.5384617,,,False,True,True,['r3'],"['b1+', 'b2+']",[],[6],False,['5_10'],False,False,True,False
60918-BR,60918,51,1,"44.77397, 20.47761",Kostolačka,VPR,53,2.0,Voždovac,"['Voždovac', 'Gornji Voždovac']",1,550.0,cityexpert.rs_-_nekretnina_id_-_60918_-_0181_-_20231207.jpg,r,117500,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[4, 99]","[3, 4]",6,[2],[],['adpTerrace'],2026-05-09T22:00:00Z,2026-05-20T12:12:53Z,10.377358,,,False,True,True,['r2'],['b1+'],[2],[6],False,['5_10'],False,False,True,False
